time,edge_weight_89,edge_weight_810,edge_weight_811,edge_weight_812,edge_weight_813,edge_weight_914,edge_weight_915,edge_weight_916,edge_weight_917,edge_weight_918,edge_weight_1019,edge_weight_1020,edge_weight_1121,edge_weight_1122,edge_weight_1123,edge_weight_1224,edge_weight_1225,edge_weight_1326,edge_weight_1327
548,0,0,0,0,0,0,0,2411426,11,87,92,11,87,92,11,87,2411518,92,11
547,0,0,0,0,0,0,0,2419527,11,87,92,11,87,92,11,87,2419619,92,11
546,0,0,0,0,0,0,0,2427628,11,87,92,11,87,92,11,87,2427720,92,11
545,0,0,0,0,0,0,0,2435729,11,87,92,11,87,92,11,87,2435821,92,11
544,0,0,0,0,0,0,0,2443830,11,87,92,11,87,92,11,87,2443922,92,11
543,0,0,0,0,0,0,0,2451931,11,87,92,11,87,92,11,87,2452023,92,11
542,0,0,0,0,0,0,0,2460032,11,87,92,11,87,92,11,87,2460124,92,11
541,0,0,0,0,0,0,0,2468133,11,87,92,11,87,92,11,87,2468225,92,11
540,0,0,0,0,0,0,0,2476234,11,87,92,11,87,92,11,87,2476326,92,11
539,0,0,0,0,0,0,0,2484335,11,87,92,11,87,92,11,87,2484427,92,11
538,0,0,0,0,0,0,0,2492436,11,87,92,11,87,92,11,87,2492528,92,11
537,0,0,0,0,0,0,0,2500537,11,87,2676,11,87,92,11,2671,2500629,92,11
536,0,0,0,0,0,0,0,2508638,11,87,7843,11,87,92,11,7838,2508730,92,11
535,0,0,0,0,0,0,0,2516739,11,87,15593,11,87,92,11,15588,2516831,92,11
534,0,0,0,0,0,0,0,2524840,11,87,23343,11,87,92,11,23338,2524932,92,11
533,0,0,0,0,0,0,0,2532941,11,87,31093,11,87,92,11,31088,2533033,92,11
532,0,0,0,0,0,0,0,2541042,11,87,38843,11,87,92,11,38838,2541134,92,11
531,0,0,0,0,0,0,0,2549143,11,87,46593,11,87,92,11,46588,2549235,92,11
530,0,0,0,0,0,0,0,2557244,11,87,54343,11,87,92,11,54338,2557336,92,11
529,0,0,0,0,0,0,0,2565345,11,87,62097,11,87,92,11,62092,2565437,92,11
528,0,0,0,0,0,0,0,2573446,11,87,69855,11,87,92,11,69850,2573538,92,11
527,0,0,0,0,0,0,0,2581547,11,87,77618,11,87,92,11,77613,2581639,92,11
526,0,0,0,0,0,0,0,2589648,11,87,85381,11,87,92,11,85376,2589740,92,11
525,0,0,0,0,0,0,0,2597749,11,87,93144,11,87,92,11,93139,2597841,92,11
524,0,0,0,0,0,0,0,2605850,11,87,100907,11,87,92,11,100902,2605942,92,11
523,0,0,0,0,0,0,0,2613951,11,87,108670,11,87,92,11,108665,2614043,92,11
522,0,0,0,0,0,0,0,2622052,11,87,116433,11,87,92,11,116428,2622144,92,11
521,0,0,0,0,0,0,0,2630153,11,87,124196,11,87,92,11,124191,2630245,92,11
520,0,0,0,0,0,0,0,2638254,11,87,131959,11,87,92,11,131954,2638346,92,11
519,0,0,0,0,0,0,0,2646355,11,87,139722,11,87,92,11,139717,2646447,92,11
518,0,0,0,0,0,0,0,2654456,11,87,147485,11,87,92,11,147480,2654548,92,11
517,0,0,0,0,0,0,0,2662557,11,87,155248,11,87,92,11,155243,2662649,92,11
516,0,0,0,0,0,0,0,2670658,11,87,163011,11,87,92,11,163006,2670750,92,11
515,0,0,0,0,0,0,0,2678759,11,87,170774,11,87,92,11,170769,2678851,92,11
514,0,0,0,0,0,0,0,2686860,11,87,178537,11,87,92,11,178532,2686952,92,11
513,0,0,0,0,0,0,0,2694961,11,87,186301,11,87,92,11,186296,2695053,92,11
512,0,0,0,0,0,0,0,2703062,11,87,194065,11,87,92,11,194060,2703154,92,11
511,0,0,0,0,0,0,0,2711163,11,87,201829,11,87,92,11,201824,2711255,92,11
510,0,0,0,0,0,0,0,2719264,11,87,209593,11,87,92,11,209588,2719356,92,11
509,0,0,0,0,0,0,0,2727365,11,87,217358,11,87,92,11,217353,2727457,92,11
508,0,0,0,0,0,0,0,2735466,11,87,225123,11,87,92,11,225118,2735558,92,11
507,0,0,0,0,0,0,0,2743567,11,87,232888,11,87,92,11,232883,2743659,92,11
506,0,0,0,0,0,0,0,2751668,11,87,240654,11,87,92,11,240649,2751760,92,11
505,0,0,0,0,0,0,0,2759769,11,87,248420,11,87,92,11,248415,2759861,92,11
504,0,0,0,0,0,0,0,2767870,11,87,256186,11,87,92,11,256181,2767962,92,11
503,0,0,0,0,0,0,0,2775971,11,87,263952,11,87,92,11,263947,2776063,92,11
502,0,0,0,0,0,0,0,2784072,11,87,271718,11,87,92,11,271713,2784164,92,11
501,0,0,0,0,0,0,0,2792173,11,87,279485,11,87,92,11,279480,2792265,92,11
500,0,0,0,0,0,0,0,2800274,11,87,287253,11,87,92,11,287248,2800366,92,11
499,0,0,0,0,0,0,0,2808375,11,87,295021,11,87,92,11,295016,2808467,92,11
498,0,0,0,0,0,0,0,2816476,11,87,302789,11,87,92,11,302784,2816568,92,11
497,0,0,0,0,0,0,0,2824577,11,87,310557,11,87,92,11,310552,2824669,92,11
496,0,0,0,0,0,0,0,2832678,11,87,318325,11,87,92,11,318320,2832770,92,11
495,0,0,0,0,0,0,0,2840779,11,87,326093,11,87,92,11,326088,2840871,92,11
494,0,0,0,0,0,0,0,2848880,11,87,333861,11,87,92,11,333856,2848972,92,11
493,0,0,0,0,0,0,0,2856981,11,87,341630,11,87,92,11,341625,2857073,92,11
492,0,0,0,0,0,0,0,2865082,11,87,349399,11,87,92,11,349394,2865174,92,11
491,0,0,0,0,0,0,0,2873183,11,87,357168,11,87,92,11,357163,2873275,92,11
490,0,0,0,0,0,0,0,2881284,11,87,364938,11,87,92,11,364933,2881376,92,11
489,0,0,0,0,0,0,0,2889385,11,87,372712,11,87,92,11,372707,2889477,92,11
488,0,0,0,0,0,0,0,2897486,11,87,380490,11,87,92,11,380485,2897578,92,11
487,0,0,0,0,0,0,0,2905587,11,87,388273,11,87,92,11,388268,2905679,92,11
486,0,0,0,0,0,0,0,2913688,11,87,396056,11,87,92,11,396051,2913780,92,11
485,0,0,0,0,0,0,0,2921789,11,87,403839,11,87,92,11,403834,2921881,92,11
484,0,0,0,0,0,0,0,2929890,11,87,411622,11,87,92,11,411617,2929982,92,11
483,0,0,0,0,0,0,0,2937991,11,87,419405,11,87,92,11,419400,2938083,92,11
482,0,0,0,0,0,0,0,2946092,11,87,427188,11,87,92,11,427183,2946184,92,11
481,0,0,0,0,0,0,0,2954193,11,87,434971,11,87,92,11,434966,2954285,92,11
480,0,0,0,0,0,0,0,2962294,11,87,442755,11,87,92,11,442750,2962386,92,11
479,0,0,0,0,0,0,0,2970395,11,87,450539,11,87,92,11,450534,2970487,92,11
478,0,0,0,0,0,0,0,2978496,11,87,458323,11,87,92,11,458318,2978588,92,11
477,0,0,0,0,0,0,0,2986597,11,87,466107,11,87,92,11,466102,2986689,92,11
476,0,0,0,0,0,0,0,2994698,11,87,473891,11,87,92,11,473886,2994790,92,11
475,0,0,0,0,0,0,0,3002799,11,87,481675,11,87,92,11,481670,3002891,92,11
474,0,0,0,0,0,0,0,3010900,11,87,489460,11,87,92,11,489455,3010992,92,11
473,0,0,0,0,0,0,0,3019001,11,87,497245,11,87,92,11,497240,3019093,92,11
472,0,0,0,0,0,0,0,3027102,11,87,505030,11,87,92,11,505025,3027194,92,11
471,0,0,0,0,0,0,0,3035203,11,87,512815,11,87,92,11,512810,3035295,92,11
470,0,0,0,0,0,0,0,3043304,11,87,520600,11,87,92,11,520595,3043396,92,11
469,0,0,0,0,0,0,0,3051405,11,87,528386,11,87,92,11,528381,3051497,92,11
468,0,0,0,0,0,0,0,3059506,11,87,536172,11,87,92,11,536167,3059598,92,11
467,0,0,0,0,0,0,0,3067607,11,87,543959,11,87,92,11,543954,3067699,92,11
466,0,0,0,0,0,0,0,3075708,11,87,551747,11,87,92,11,551742,3075800,92,11
465,0,0,0,0,0,0,0,3083809,11,87,559536,11,87,92,11,559531,3083901,92,11
464,0,0,0,0,0,0,0,3091910,11,87,567325,11,87,92,11,567320,3092002,92,11
463,0,0,0,0,0,0,0,3100011,11,87,575114,11,87,92,11,575109,3100103,92,11
462,0,0,0,0,0,0,0,3108112,11,87,582903,11,87,92,11,582898,3108204,92,11
461,0,0,0,0,0,0,0,3116213,11,87,590707,11,87,92,11,590702,3116305,92,11
460,0,0,0,0,0,0,0,3124314,11,87,598526,11,87,92,11,598521,3124406,92,11
459,0,0,0,0,0,0,0,3132415,11,87,606361,11,87,92,11,606356,3132507,92,11
458,0,0,0,0,0,0,0,3140516,11,87,614196,11,87,92,11,614191,3140608,92,11
457,0,0,0,0,0,0,0,3148617,11,87,622035,11,87,92,11,622030,3148709,92,11
456,0,0,0,0,0,0,0,3156718,11,87,629879,11,87,92,11,629874,3156810,92,11
455,0,0,0,0,0,0,0,3164819,11,87,637728,11,87,92,11,637723,3164911,92,11
454,0,0,0,0,0,0,0,3172920,11,87,645577,11,87,92,11,645572,3173012,92,11
453,0,0,0,0,0,0,0,3181021,11,87,653430,11,87,92,11,653425,3181113,92,11
452,0,0,0,0,0,0,0,3189122,11,87,661287,11,87,92,11,661282,3189214,92,11
451,0,0,0,0,0,0,0,3197223,11,87,669150,11,87,92,11,669145,3197315,92,11
450,0,0,0,0,0,0,0,3205324,11,87,677013,11,87,92,11,677008,3205416,92,11
449,0,0,0,0,0,0,0,3213425,11,87,684876,11,87,92,11,684871,3213517,92,11
448,0,0,0,0,0,0,0,3221526,11,87,692739,11,87,92,11,692734,3221618,92,11
447,0,0,0,0,0,0,0,3229627,11,87,700602,11,87,92,11,700597,3229719,92,11
446,0,0,0,0,0,0,0,3237728,11,87,708465,11,87,92,11,708460,3237820,92,11
445,0,0,0,0,0,0,0,3245829,11,87,716328,11,87,92,11,716323,3245921,92,11
444,0,0,0,0,0,0,0,3253930,11,87,724191,11,87,92,11,724186,3254022,92,11
443,0,0,0,0,0,0,0,3262031,11,87,732055,11,87,92,11,732050,3262123,92,11
442,0,0,0,0,0,0,0,3270132,11,87,739919,11,87,92,11,739914,3270224,92,11
441,0,0,0,0,0,0,0,3278233,11,87,747783,11,87,92,11,747778,3278325,92,11
440,0,0,0,0,0,0,0,3286334,11,87,755652,11,87,92,11,755647,3286426,92,11
439,0,0,0,0,0,0,0,3294435,11,87,763525,11,87,92,11,763520,3294527,92,11
438,0,0,0,0,0,0,0,3302536,11,87,771403,11,87,92,11,771398,3302628,92,11
437,0,0,0,0,0,0,0,3310637,11,87,779285,11,87,92,11,779280,3310729,92,11
436,0,0,0,0,0,0,0,3318738,11,87,787172,11,87,92,11,787167,3318830,92,11
435,0,0,0,0,0,0,0,3326839,11,87,795067,11,87,92,11,795062,3326931,92,11
434,0,0,0,0,0,0,0,3334940,11,87,802963,11,87,92,11,802958,3335032,92,11
433,0,0,0,0,0,0,0,3343041,11,87,810866,11,87,92,11,810861,3343133,92,11
432,0,0,0,0,0,0,0,3351142,11,87,818776,11,87,92,11,818771,3351234,92,11
431,0,0,0,0,0,0,0,3359243,11,87,826698,11,87,92,11,826693,3359335,92,11
430,0,0,0,0,0,0,0,3367344,11,87,834680,11,87,92,11,834675,3367436,92,11
429,0,0,0,0,0,0,0,3375445,11,87,842725,11,87,92,11,842720,3375537,92,11
428,0,0,0,0,0,0,0,3383546,11,87,850826,11,87,92,11,850821,3383638,92,11
427,0,0,0,0,0,0,0,3391647,11,87,858927,11,87,92,11,858922,3391739,92,11
426,0,0,0,0,0,0,0,3399748,11,87,867028,11,87,92,11,867023,3399840,92,11
425,0,0,0,0,0,0,0,3407849,11,87,875129,11,87,92,11,875124,3407941,92,11
424,0,0,0,0,0,0,0,3415950,11,87,883230,11,87,92,11,883225,3416042,92,11
423,0,0,0,0,0,0,0,3424051,11,87,891331,11,87,92,11,891326,3424143,92,11
422,0,0,0,0,0,0,0,3432152,11,87,899432,11,87,92,11,899427,3432244,92,11
421,0,0,0,0,0,0,0,3440253,11,87,907533,11,87,92,11,907528,3440345,92,11
420,0,0,0,0,0,0,0,3448354,11,87,915634,11,87,92,11,915629,3448446,92,11
419,0,0,0,0,0,0,0,3456455,11,87,923735,11,87,92,11,923730,3456547,92,11
418,0,0,0,0,0,0,0,3464556,11,87,931836,11,87,92,11,931831,3464648,92,11
417,0,0,0,0,0,0,0,3472657,11,87,939937,11,87,92,11,939932,3472749,92,11
416,0,0,0,0,0,0,0,3480758,11,87,948038,11,87,92,11,948033,3480850,92,11
415,0,0,0,0,0,0,0,3488859,11,87,956139,11,87,92,11,956134,3488951,92,11
414,0,0,0,0,0,0,0,3496960,11,87,964240,11,87,92,11,964235,3497052,92,11
413,0,0,0,0,0,0,0,3505061,11,87,972341,11,87,92,11,972336,3505153,92,11
412,0,0,0,0,0,0,0,3513162,11,87,980442,11,87,92,11,980437,3513254,92,11
411,0,0,0,0,0,0,0,3521263,11,87,988543,11,87,92,11,988538,3521355,92,11
410,0,0,0,0,0,0,0,3529364,11,87,996644,11,87,92,11,996639,3529456,92,11
409,0,0,0,0,0,0,0,3537465,11,87,1004745,11,87,92,11,1004740,3537557,92,11
408,0,0,0,0,0,0,0,3545566,11,87,1012846,11,87,92,11,1012841,3545658,92,11
407,0,0,0,0,0,0,0,3553667,11,87,1020947,11,87,92,11,1020942,3553759,92,11
406,0,0,0,0,0,0,0,3561768,11,87,1029048,11,87,92,11,1029043,3561860,92,11
405,0,0,0,0,0,0,0,3569869,11,87,1037149,11,87,92,11,1037144,3569961,92,11
404,0,0,0,0,0,0,0,3577970,11,87,1045250,11,87,92,11,1045245,3578062,92,11
403,0,0,0,0,0,0,0,3586071,11,87,1053351,11,87,92,11,1053346,3586163,92,11
402,0,0,0,0,0,0,0,3594172,11,87,1061452,11,87,92,11,1061447,3594264,92,11
401,0,0,0,0,0,0,0,3602273,11,87,1069553,11,87,92,11,1069548,3602365,92,11
400,0,0,0,0,0,0,0,3610374,11,87,1077654,11,87,92,11,1077649,3610466,92,11
399,0,0,0,0,0,0,0,3618475,11,87,1085755,11,87,92,11,1085750,3618567,92,11
398,0,0,0,0,0,0,0,3626576,11,87,1093856,11,87,92,11,1093851,3626668,92,11
397,0,0,0,0,0,0,0,3634677,11,87,1101957,11,87,92,11,1101952,3634769,92,11
396,0,0,0,0,0,0,0,3642778,11,87,1110058,11,87,92,11,1110053,3642870,92,11
395,0,0,0,0,0,0,0,3650879,11,87,1118159,11,87,92,11,1118154,3650971,92,11
394,0,0,0,0,0,0,0,3658980,11,87,1126260,11,87,92,11,1126255,3659072,92,11
393,0,0,0,0,0,0,0,3667081,11,87,1134361,11,87,92,11,1134356,3667173,92,11
392,0,0,0,0,0,0,0,3675182,11,87,1142462,11,87,92,11,1142457,3675274,92,11
391,0,0,0,0,0,0,0,3683283,11,87,1150563,11,87,92,11,1150558,3683375,92,11
390,0,0,0,0,0,0,0,3691384,11,87,1158664,11,87,92,11,1158659,3691476,92,11
389,0,0,0,0,0,0,0,3699485,11,87,1166765,11,87,92,11,1166760,3699577,92,11
388,0,0,0,0,0,0,0,3707586,11,87,1174866,11,87,92,11,1174861,3707678,92,11
387,0,0,0,0,0,0,0,3715687,11,87,1182967,11,87,92,11,1182962,3715779,92,11
386,0,0,0,0,0,0,0,3723788,11,87,1191068,11,87,92,11,1191063,3723880,92,11
385,0,0,0,0,0,0,0,3731889,11,87,1199169,11,87,92,11,1199164,3731981,92,11
384,0,0,0,0,0,0,0,3739990,11,87,1207270,11,87,92,11,1207265,3740082,92,11
383,0,0,0,0,0,0,0,3748091,11,87,1215371,11,87,92,11,1215366,3748183,92,11
382,0,0,0,0,0,0,0,3756192,11,87,1223472,11,87,92,11,1223467,3756284,92,11
381,0,0,0,0,0,0,0,3764293,11,87,1231573,11,87,92,11,1231568,3764385,92,11
380,0,0,0,0,0,0,0,3772394,11,87,1239674,11,87,92,11,1239669,3772486,92,11
379,0,0,0,0,0,0,0,3780495,11,87,1247775,11,87,92,11,1247770,3780587,92,11
378,0,0,0,0,0,0,0,3788596,11,87,1255876,11,87,92,11,1255871,3788688,92,11
377,0,0,0,0,0,0,0,3796697,11,87,1263977,11,87,92,11,1263972,3796789,92,11
376,0,0,0,0,0,0,0,3804798,11,87,1272078,11,87,92,11,1272073,3804890,92,11
375,0,0,0,0,0,0,0,3812899,11,87,1280179,11,87,92,11,1280174,3812991,92,11
374,0,0,0,0,0,0,0,3821000,11,87,1288280,11,87,92,11,1288275,3821092,92,11
373,0,0,0,0,0,0,0,3829101,11,87,1296381,11,87,92,11,1296376,3829193,92,11
372,0,0,0,0,0,0,0,3837202,11,87,1304482,11,87,92,11,1304477,3837294,92,11
371,0,0,0,0,0,0,0,3845303,11,87,1312583,11,87,92,11,1312578,3845395,92,11
370,0,0,0,0,0,0,0,3853404,11,87,1320684,11,87,92,11,1320679,3853496,92,11
369,0,0,0,0,0,0,0,3861505,11,87,1328785,11,87,92,11,1328780,3861597,92,11
368,0,0,0,0,0,0,0,3869606,11,87,1336886,11,87,92,11,1336881,3869698,92,11
367,0,0,0,0,0,0,0,3877707,11,87,1344987,11,87,92,11,1344982,3877799,92,11
366,0,0,0,0,0,0,0,3885808,11,87,1353088,11,87,92,11,1353083,3885900,92,11
365,0,0,0,0,0,0,0,3893909,11,87,1361189,11,87,92,11,1361184,3894001,92,11
364,0,0,0,0,0,0,0,3902010,11,87,1369290,11,87,92,11,1369285,3902102,92,11
363,0,0,0,0,0,0,0,3910111,11,87,1377391,11,87,92,11,1377386,3910203,92,11
362,0,0,0,0,0,0,0,3918212,11,87,1385492,11,2671,92,11,1385487,3918304,92,11
361,0,0,0,0,0,0,0,3926313,11,87,1393593,11,7838,92,11,1393588,3926405,92,11
360,0,0,0,0,0,0,0,3934414,11,87,1401694,11,15588,92,11,1401689,3934506,92,11
359,0,0,0,0,0,0,0,3942515,11,87,1409795,11,23338,92,11,1409790,3942607,92,11
358,0,0,0,0,0,0,0,3950616,11,87,1417896,11,31088,92,11,1417891,3950708,92,11
357,0,0,0,0,0,0,0,3958717,11,87,1425997,11,38838,92,11,1425992,3958809,92,11
356,0,0,0,0,0,0,0,3966818,11,87,1434098,11,46592,92,11,1434093,3966910,92,11
355,0,0,0,0,0,0,0,3974919,11,87,1442199,11,54350,92,11,1442194,3975011,92,11
354,0,0,0,0,0,0,0,3983020,11,87,1450300,11,62113,92,11,1450295,3983112,92,11
353,0,0,0,0,0,0,0,3991121,11,87,1458401,11,69876,92,11,1458396,3991213,92,11
352,0,0,0,0,0,0,0,3999222,11,87,1466502,11,77639,92,11,1466497,3999314,92,11
351,0,0,0,0,0,0,0,4007323,11,87,1474603,11,85402,92,11,1474598,4007415,92,11
350,0,0,0,0,0,0,0,4015424,11,87,1482704,11,93165,92,11,1482699,4015516,92,11
349,0,0,0,0,0,0,0,4023525,11,87,1490805,11,100928,92,11,1490800,4023617,92,11
348,0,0,0,0,0,0,0,4031626,11,87,1498906,11,108691,92,11,1498901,4031718,92,11
347,0,0,0,0,0,0,0,4039727,11,87,1507007,11,116454,92,11,1507002,4039819,92,11
346,0,0,0,0,0,0,0,4047828,11,87,1515108,11,124218,92,11,1515103,4047920,92,11
345,0,0,0,0,0,0,0,4055929,11,87,1523209,11,131982,92,11,1523204,4056021,92,11
344,0,0,0,0,0,0,0,4064030,11,87,1531310,11,139746,92,11,1531305,4064122,92,11
343,0,0,0,0,0,0,0,4072131,11,87,1539411,11,147511,92,11,1539406,4072223,92,11
342,0,0,0,0,0,0,0,4080232,11,87,1547512,11,155276,92,11,1547507,4080324,92,11
341,0,0,0,0,0,0,0,4088333,11,87,1555613,11,163042,92,11,1555608,4088425,92,11
340,0,0,0,0,0,0,0,4096434,11,87,1563714,11,170808,92,11,1563709,4096526,92,11
339,0,0,0,0,0,0,0,4104535,11,87,1571815,11,178574,92,11,1571810,4104627,92,11
338,0,0,0,0,0,0,0,4112636,11,87,1579916,11,186341,92,11,1579911,4112728,92,11
337,0,0,0,0,0,0,0,4120737,11,87,1588017,11,194109,92,11,1588012,4120829,92,11
336,0,0,0,0,0,0,0,4128838,11,87,1596118,11,201877,92,11,1596113,4128930,92,11
335,0,0,0,0,0,0,0,4136939,11,87,1604219,11,209645,92,11,1604214,4137031,92,11
334,0,0,0,0,0,0,0,4145040,11,87,1612320,11,217413,92,11,1612315,4145132,92,11
333,0,0,0,0,0,0,0,4153141,11,87,1620421,11,225181,92,11,1620416,4153233,92,11
332,0,0,0,0,0,0,0,4161242,11,87,1628522,11,232949,92,11,1628517,4161334,92,11
331,0,0,0,0,0,0,0,4169343,11,87,1636623,11,240718,92,11,1636618,4169435,92,11
330,0,0,0,0,0,0,0,4177444,11,87,1644724,11,248488,92,11,1644719,4177536,92,11
329,0,0,0,0,0,0,0,4185545,11,87,1652825,11,256262,92,11,1652820,4185637,92,11
328,0,0,0,0,0,0,0,4193646,11,87,1660926,11,264040,92,11,1660921,4193738,92,11
327,0,0,0,0,0,0,0,4201747,11,87,1669027,11,271823,92,11,1669022,4201839,92,11
326,0,0,0,0,0,0,0,4209848,11,87,1677128,11,279606,92,11,1677123,4209940,92,11
325,0,0,0,0,0,0,0,4217949,11,87,1685229,11,287389,92,11,1685224,4218041,92,11
324,0,0,0,0,0,0,0,4226050,11,87,1693330,11,295172,92,11,1693325,4226142,92,11
323,0,0,0,0,0,0,0,4234151,11,87,1701431,11,302956,92,11,1701426,4234243,92,11
322,0,0,0,0,0,0,0,4242252,11,87,1709532,11,310740,92,11,1709527,4242344,92,11
321,0,0,0,0,0,0,0,4250353,11,87,1717633,11,318524,92,11,1717628,4250445,92,11
320,0,0,0,0,0,0,0,4258454,11,87,1725734,11,326308,92,11,1725729,4258546,92,11
319,0,0,0,0,0,0,0,4266555,11,87,1733835,11,334093,92,11,1733830,4266647,92,11
318,0,0,0,0,0,0,0,4274656,11,87,1741936,11,341878,92,11,1741931,4274748,92,11
317,0,0,0,0,0,0,0,4282757,11,87,1750037,11,349663,92,11,1750032,4282849,92,11
316,0,0,0,0,0,0,0,4290858,11,87,1758138,11,357449,92,11,1758133,4290950,92,11
315,0,0,0,0,0,0,0,4298959,11,87,1766239,11,365236,92,11,1766234,4299051,92,11
314,0,0,0,0,0,0,0,4307060,11,87,1774340,11,373024,92,11,1774335,4307152,92,11
313,0,0,0,0,0,0,0,4315161,11,87,1782441,11,380813,92,11,1782436,4315253,92,11
312,0,0,0,0,0,0,0,4323262,11,87,1790542,11,388602,92,11,1790537,4323354,92,11
311,0,0,0,0,0,0,0,4331363,11,87,1798643,11,396406,92,11,1798638,4331455,92,11
310,0,0,0,0,0,0,0,4339464,11,87,1806744,11,404225,92,11,1806739,4339556,92,11
309,0,0,0,0,0,0,0,4347565,11,87,1814845,11,412060,92,11,1814840,4347657,92,11
308,0,0,0,0,0,0,0,4355666,11,87,1822946,11,419899,92,11,1822941,4355758,92,11
307,0,0,0,0,0,0,0,4363767,11,87,1831047,11,427743,92,11,1831042,4363859,92,11
306,0,0,0,0,0,0,0,4371868,11,87,1839148,11,435592,92,11,1839143,4371960,92,11
305,0,0,0,0,0,0,0,4379969,11,87,1847249,11,443445,92,11,1847244,4380061,92,11
304,0,0,0,0,0,0,0,4388070,11,87,1855350,11,451303,92,11,1855345,4388162,92,11
303,0,0,0,0,0,0,0,4396171,11,87,1863451,11,459166,92,11,1863446,4396263,92,11
302,0,0,0,0,0,0,0,4404272,11,87,1871552,11,467029,92,11,1871547,4404364,92,11
301,0,0,0,0,0,0,0,4412373,11,87,1879653,11,474892,92,11,1879648,4412465,92,11
300,0,0,0,0,0,0,0,4420474,11,87,1887754,11,482755,92,11,1887749,4420566,92,11
299,0,0,0,0,0,0,0,4428575,11,87,1895855,11,490618,92,11,1895850,4428667,92,11
298,0,0,0,0,0,0,0,4436676,11,87,1903956,11,498482,92,11,1903951,4436768,92,11
297,0,0,0,0,0,0,0,4444777,11,87,1912057,11,506346,92,11,1912052,4444869,92,11
296,0,0,0,0,0,0,0,4452878,11,87,1920158,11,514215,92,11,1920153,4452970,92,11
295,0,0,0,0,0,0,0,4460979,11,87,1928259,11,522088,92,11,1928254,4461071,92,11
294,0,0,0,0,0,0,0,4469080,11,87,1936360,11,529971,92,11,1936355,4469172,92,11
293,0,0,0,0,0,0,0,4477181,11,87,1944461,11,537861,92,11,1944456,4477273,92,11
292,0,0,0,0,0,0,0,4485282,11,87,1952562,11,545764,92,11,1952557,4485374,92,11
291,0,0,0,0,0,0,0,4493383,11,87,1960663,11,553675,92,11,1960658,4493475,92,11
290,0,0,0,0,0,0,0,4501484,11,87,1968764,11,561653,92,11,1968759,4501576,92,11
289,0,0,0,0,0,0,0,4509585,11,87,1976865,11,569693,92,11,1976860,4509677,92,11
288,0,0,0,0,0,0,0,4517686,11,87,1984966,11,577794,92,11,1984961,4517778,92,11
287,0,0,0,0,0,0,0,4525787,11,87,1993067,11,585895,92,11,1993062,4525879,92,11
286,0,0,0,0,0,0,0,4533888,11,87,2001168,11,593996,92,11,2001163,4533980,92,11
285,0,0,0,0,0,0,0,4541989,11,87,2009269,11,602097,92,2595,2009264,4542081,92,11
284,0,0,0,0,0,0,0,4550090,11,87,2017370,11,610198,92,7762,2017365,4550182,92,11
283,0,0,0,0,0,0,0,4558191,11,87,2025471,11,618299,92,15512,2025466,4558283,92,11
282,0,0,0,0,0,0,0,4566292,11,87,2033572,11,626400,92,23262,2033567,4566384,92,11
281,0,0,0,0,0,0,0,4574393,11,87,2041673,11,634501,92,31016,2041668,4574485,92,11
280,0,0,0,0,0,0,0,4582494,11,87,2049774,11,642602,92,38774,2049769,4582586,92,11
279,0,0,0,0,0,0,0,4590595,11,87,2057875,11,650703,92,46537,2057870,4590687,92,11
278,0,0,0,0,0,0,0,4598696,11,87,2065976,11,658804,92,54300,2065971,4598788,92,11
277,0,0,0,0,0,0,0,4606797,11,87,2074077,11,666905,92,62063,2074072,4606889,92,11
276,0,0,0,0,0,0,0,4614898,11,87,2082178,11,675006,92,69826,2082173,4614990,92,11
275,0,0,0,0,0,0,0,4622999,11,87,2090279,11,683107,92,77589,2090274,4623091,92,11
274,0,0,0,0,0,0,0,4631100,11,87,2098380,11,691208,92,85352,2098375,4631192,92,11
273,0,0,0,0,0,0,0,4639201,11,87,2106481,11,699309,92,93115,2106476,4639293,92,11
272,0,0,0,0,0,0,0,4647302,11,87,2114582,11,707410,92,100879,2114577,4647394,92,11
271,0,0,0,0,0,0,0,4655403,11,87,2122683,11,715511,92,108643,2122678,4655495,92,11
270,0,0,0,0,0,0,0,4663504,11,87,2130784,11,723612,92,116408,2130779,4663596,92,11
269,0,0,0,0,0,0,0,4671605,11,87,2138885,11,731713,2676,124174,2138880,4671697,92,11
268,0,0,0,0,0,0,0,4679706,11,87,2146986,11,739814,7843,131940,2146981,4679798,92,11
267,0,0,0,0,0,0,0,4687807,11,87,2155087,11,747915,15593,139706,2155082,4687899,92,11
266,0,0,0,0,0,0,0,4695908,11,87,2163188,11,756016,23343,147473,2163183,4696000,92,11
265,0,0,0,0,0,0,0,4704009,11,87,2171289,11,764117,31097,155241,2171284,4704101,92,11
264,0,0,0,0,0,0,0,4712110,11,87,2179390,11,772218,38855,163009,2179385,4712202,92,11
263,0,0,0,0,0,0,0,4720211,11,87,2187491,11,780319,46618,170777,2187486,4720303,92,11
262,0,0,0,0,0,0,0,4728312,11,87,2195592,11,788420,54381,178545,2195587,4728404,92,11
261,0,0,0,0,0,0,0,4736413,11,87,2203693,11,796521,62144,186314,2203688,4736505,92,11
260,0,0,0,0,0,0,0,4744514,11,87,2211794,11,804622,69907,194088,2211789,4744606,92,11
259,0,0,0,0,0,0,0,4752615,11,87,2219895,11,812723,77670,201866,2219890,4752707,92,11
258,0,0,0,0,0,0,0,4760716,11,87,2227996,11,820824,85433,209649,2227991,4760808,92,11
